Tasks,Claims,Priority Temperature,MI_REVIEW_1,X_IN_STATUS,MAIL_INS_PM,LIEN,60_DAY_MA_AUTO,PRIORITY_MAIL,HIGHBAL,REVCALL_CALL_INS,MNQC,DENIAL,MI_REVIEW_3,MI_REVIEW_2,MAIL_OTHER_PM,45_DAY_NY_AUTO,MAIL_INS_CLIENT
35578,88289,396659249,33438,16535,9419,10498,9909,1573,912,918,1075,1721,563,852,862,13,1
